userId,movieId_1,movieId_2,movieId_3,movieId_4,movieId_5,rating,timestamp
7fdcecb392,293,1722,1917,7028,7164,4.0,2016-03-12 22:16:08
7fdcecb392,39,2976,3255,3996,148775,4.0,2016-03-12 22:16:14
7fdcecb392,2701,3328,4341,6187,148773,3.5,2016-03-12 22:16:18
7fdcecb392,296,1035,2269,2571,6006,4.0,2016-03-12 22:16:22
7fdcecb392,193,1301,2771,56885,66544,3.0,2016-03-12 22:16:25
7fdcecb392,586,750,2094,3688,62999,3.0,2016-03-12 22:16:31
7fdcecb392,1394,2078,3114,5459,5902,3.5,2016-03-12 22:16:36
7fdcecb392,5108,6951,8837,26664,58047,3.0,2016-03-12 22:16:40
7fdcecb392,65,300,709,4333,7445,3.0,2016-03-12 22:16:42
7fdcecb392,3555,4973,6957,46976,77561,3.5,2016-03-12 22:16:47
7fdcecb392,538,3730,4148,6373,8636,3.5,2016-03-12 22:16:50
7fdcecb392,733,1291,1372,3801,34542,3.5,2016-03-12 22:17:00
7fdcecb392,2123,2306,3178,3481,105801,3.0,2016-03-12 22:17:07
7fdcecb392,2827,3753,4055,70687,119649,4.0,2016-03-12 22:17:17
7fdcecb392,457,4808,66092,66304,121372,4.0,2016-03-12 22:17:22
7fdcecb392,1639,2089,4166,59900,71282,3.0,2016-03-12 22:17:34
6c19da9d54,593,1258,2959,4262,55820,4.5,2016-03-08 11:12:29
6c19da9d54,50,589,44555,48516,116797,3.0,2016-03-08 11:12:35
6c19da9d54,47,7361,47610,106920,112556,4.5,2016-03-08 11:12:40
6c19da9d54,32587,58559,59315,74458,91529,4.0,2016-03-08 11:12:50
6c19da9d54,4848,4993,8950,44191,112552,5.0,2016-03-08 11:12:52
6c19da9d54,3114,48780,80463,89745,109487,4.5,2016-03-08 11:12:59
6c19da9d54,1221,2571,8914,27773,68157,5.0,2016-03-08 11:13:03
6c19da9d54,2762,54286,79132,81591,134853,4.0,2016-03-08 11:13:11
6c19da9d54,2,68954,78499,90600,99114,3.5,2016-03-08 11:13:15
6c19da9d54,858,1203,3006,7438,63082,3.0,2016-03-08 11:13:19
6c19da9d54,1,296,318,7153,122882,5.0,2016-03-08 11:13:25
ad1d76d5f3,1089,1201,3363,8665,40732,3.5,2016-03-08 13:59:07
ad1d76d5f3,1079,5784,7373,81591,82242,4.0,2016-03-08 13:59:20
ad1d76d5f3,308,2291,6885,53519,110873,3.5,2016-03-08 13:59:32
ad1d76d5f3,1206,1252,5872,7254,8781,4.0,2016-03-08 13:59:33
ad1d76d5f3,913,5956,6709,33004,39183,4.0,2016-03-08 13:59:43
ad1d76d5f3,589,903,1129,4370,4881,2.5,2016-03-08 13:59:48
ad1d76d5f3,307,1394,2076,3174,4506,3.0,2016-03-08 13:59:49
ad1d76d5f3,6059,43921,46972,47491,52281,2.5,2016-03-08 13:59:59
ad1d76d5f3,1148,1208,5418,5507,45672,2.0,2016-03-08 14:00:06
ad1d76d5f3,345,30707,41997,48997,53125,2.5,2016-03-08 14:00:15
ad1d76d5f3,1240,1527,3160,3168,8972,2.5,2016-03-08 14:00:21
ad1d76d5f3,587,1234,1377,2406,4014,3.0,2016-03-08 14:00:25
ad1d76d5f3,1080,1219,1625,4306,50442,3.5,2016-03-08 14:00:32
ad1d76d5f3,208,590,1225,1645,4979,2.5,2016-03-08 14:00:38
ad1d76d5f3,1291,3564,6708,8950,71156,2.0,2016-03-08 14:00:44
ad1d76d5f3,480,4027,5464,7827,42197,3.0,2016-03-08 14:00:49
ad1d76d5f3,370,1466,3996,31162,68554,2.0,2016-03-08 14:00:57
ad1d76d5f3,431,858,2890,4282,45447,3.5,2016-03-08 14:01:03
ad1d76d5f3,608,1220,32019,56152,109374,3.5,2016-03-08 14:01:12
ad1d76d5f3,356,592,1212,7815,41716,4.0,2016-03-08 14:01:17
ad1d76d5f3,1,1270,8957,32587,33615,2.5,2016-03-08 14:01:22
ad1d76d5f3,186,466,8865,33162,37727,1.5,2016-03-08 14:01:29
ad1d76d5f3,150,2194,6337,56782,68157,3.5,2016-03-08 14:01:33
ad1d76d5f3,50,1258,2791,33660,35957,3.0,2016-03-08 14:01:38
ad1d76d5f3,2716,3015,3858,7458,8361,1.5,2016-03-08 14:01:47
ad1d76d5f3,111,306,1894,2858,36529,2.0,2016-03-08 14:01:52
ad1d76d5f3,1175,1965,6953,40583,76173,2.5,2016-03-08 14:01:56
ad1d76d5f3,1193,3521,4470,6286,7364,3.0,2016-03-08 14:02:02
ad1d76d5f3,1265,1747,4388,34499,41571,2.0,2016-03-08 14:02:07
ad1d76d5f3,2167,2474,4973,5388,54995,3.5,2016-03-08 14:02:13
ad1d76d5f3,1161,6333,8373,55253,58315,2.5,2016-03-08 14:02:18
ad1d76d5f3,47,296,4390,26007,51705,3.5,2016-03-08 14:02:22
ad1d76d5f3,3751,6870,8799,47044,72131,1.0,2016-03-08 14:02:28
ad1d76d5f3,1136,1598,1639,4848,52319,2.5,2016-03-08 14:02:35
ad1d76d5f3,337,4308,46976,48394,55820,1.5,2016-03-08 14:02:47
ad1d76d5f3,520,912,1580,7147,60069,3.0,2016-03-08 14:02:51
ad1d76d5f3,1757,3257,3471,3868,6874,3.5,2016-03-08 14:02:52
ad1d76d5f3,593,3147,3498,43391,48385,3.0,2016-03-08 14:02:58
ad1d76d5f3,780,1198,2987,7347,45880,1.5,2016-03-08 14:03:03
0165b89cac,318,714,2329,2716,63876,5.0,2016-03-11 22:22:17
0165b89cac,899,2728,7762,37741,68237,3.5,2016-03-11 22:22:27
0165b89cac,1253,2947,4262,91077,103341,3.0,2016-03-11 22:22:35
0165b89cac,628,3174,5782,54736,91529,3.5,2016-03-11 22:22:43
0165b89cac,1292,8874,50658,56563,85774,4.0,2016-03-11 22:22:49
0165b89cac,21,296,1917,4011,97923,3.5,2016-03-11 22:22:56
0165b89cac,1238,2890,3285,3910,48741,3.5,2016-03-11 22:23:06
0165b89cac,508,1094,1207,90719,90863,3.0,2016-03-11 22:23:11
0165b89cac,1276,2186,7438,69122,72720,3.5,2016-03-11 22:23:19
0165b89cac,1042,1147,1357,31410,117533,3.5,2016-03-11 22:23:23
0165b89cac,555,1393,1562,3039,40819,2.0,2016-03-11 22:23:31
0165b89cac,1258,4007,4246,6874,91535,2.5,2016-03-11 22:23:36
0165b89cac,1370,1500,3362,64614,134130,3.0,2016-03-11 22:23:43
0165b89cac,1287,5105,6016,73344,105248,2.5,2016-03-11 22:23:49
0165b89cac,292,2671,4022,82242,84392,1.5,2016-03-11 22:23:53
0165b89cac,423,1231,2013,3256,104303,2.0,2016-03-11 22:23:58
0165b89cac,457,2076,5563,33794,60069,3.5,2016-03-11 22:24:53
0165b89cac,733,1246,1480,6333,41569,2.0,2016-03-11 22:24:57
0165b89cac,1196,2001,2857,2985,55805,1.5,2016-03-11 22:25:04
0165b89cac,165,1711,4963,54372,69088,2.5,2016-03-11 22:25:12
0165b89cac,2542,3176,55276,59369,86320,4.0,2016-03-11 22:25:24
0165b89cac,1923,3811,7063,7164,73323,3.0,2016-03-11 22:25:37
0165b89cac,104,924,1580,7116,7126,3.0,2016-03-11 22:25:43
0165b89cac,454,2313,2617,6595,73015,3.0,2016-03-11 22:25:48
0165b89cac,1,1676,27721,33660,134378,1.0,2016-03-11 22:25:52
0165b89cac,1090,2011,3198,5325,117364,4.0,2016-03-11 22:25:58
0165b89cac,440,1288,2009,65802,69438,2.0,2016-03-11 22:26:03
0165b89cac,1278,1304,5902,6873,27792,1.0,2016-03-11 22:26:09
0165b89cac,70,471,485,6344,55901,3.0,2016-03-11 22:26:24
0165b89cac,1777,2340,3498,97938,105429,3.5,2016-03-11 22:26:29
0165b89cac,4612,6373,6564,82202,99145,1.5,2016-03-11 22:26:35
0165b89cac,1219,2174,2699,3751,113275,2.0,2016-03-11 22:26:39
0165b89cac,592,994,41997,48214,72378,1.5,2016-03-11 22:26:44
0165b89cac,2918,3623,5225,7293,26712,1.5,2016-03-11 22:26:52
0165b89cac,914,923,4500,33036,94777,2.5,2016-03-11 22:26:56
0165b89cac,1552,6331,49278,93498,118706,1.0,2016-03-11 22:27:01
0165b89cac,150,5952,44903,45720,56174,2.5,2016-03-11 22:27:07
0165b89cac,431,1608,4103,5991,106782,3.5,2016-03-11 22:27:13
0165b89cac,19,1129,4407,7160,27831,1.5,2016-03-11 22:27:20
0165b89cac,370,1380,8183,93510,112290,1.0,2016-03-11 22:27:24
0165b89cac,953,2336,37733,59315,108981,3.0,2016-03-11 22:27:31
0165b89cac,1089,1259,4901,61323,79695,3.5,2016-03-11 22:27:39
0165b89cac,1270,49280,50740,52767,77455,2.5,2016-03-11 22:27:46
0165b89cac,2470,4848,5903,26003,133533,4.0,2016-03-11 22:27:57
0165b89cac,380,539,3451,7153,86882,2.0,2016-03-11 22:28:34
0165b89cac,913,5507,5669,7372,64620,2.5,2016-03-11 22:28:50
0165b89cac,1271,2263,3977,4973,56782,2.5,2016-03-11 22:28:50
4c3828d386,7254,48780,59369,115569,116797,3.5,2016-03-09 15:50:18
4c3828d386,5418,64716,69481,99114,110501,4.0,2016-03-09 15:50:26
4c3828d386,8874,71033,73017,79132,84152,4.0,2016-03-09 15:50:30
4c3828d386,1240,8361,51540,59315,85414,4.0,2016-03-09 15:50:35
4c3828d386,48394,51412,56145,63082,93838,3.5,2016-03-09 15:50:39
4c3828d386,5445,73808,77561,106487,116897,3.5,2016-03-09 15:50:42
4c3828d386,4878,7153,34048,56174,91500,3.5,2016-03-09 15:50:47
4c3828d386,48516,74458,80219,93840,109487,3.0,2016-03-09 15:50:54
f511439c45,904,924,71106,81932,109374,4.5,2016-03-08 02:10:35
f511439c45,306,1748,2717,2916,94959,3.5,2016-03-08 02:10:43
f511439c45,111,1219,2660,6378,6433,3.5,2016-03-08 02:10:53
f511439c45,47,2118,3481,4848,7096,4.0,2016-03-08 02:10:59
f511439c45,1221,6016,8784,44195,71899,4.5,2016-03-08 02:11:07
f511439c45,16,1212,1240,48516,91529,3.5,2016-03-08 02:11:17
f511439c45,223,1213,8665,8874,55820,3.5,2016-03-08 02:11:23
f511439c45,1199,1245,32460,49272,117533,4.0,2016-03-08 02:11:28
f511439c45,1356,2028,57504,72011,81562,3.0,2016-03-08 02:11:34
f511439c45,1527,3471,4235,4993,80463,3.5,2016-03-08 02:11:41
f511439c45,2571,4973,8656,55269,136449,4.0,2016-03-08 02:11:48
f511439c45,296,1111,1274,4027,89745,4.0,2016-03-08 02:11:56
f511439c45,318,908,1200,2677,61240,4.5,2016-03-08 02:12:06
f511439c45,923,1247,1253,64839,90603,4.0,2016-03-08 02:12:11
f511439c45,2395,2716,27660,48774,55118,4.0,2016-03-08 02:12:18
f511439c45,1259,1374,1921,47491,81591,4.5,2016-03-08 02:12:24
f511439c45,260,1252,3504,48394,112183,4.0,2016-03-08 02:12:31
f511439c45,1036,4011,7099,32657,62956,4.0,2016-03-08 02:12:36
f511439c45,593,780,912,1291,79132,4.0,2016-03-08 02:12:39
f511439c45,589,1210,5952,32825,100106,4.5,2016-03-08 02:12:47
f511439c45,1077,2692,3160,3949,44555,4.5,2016-03-08 02:12:52
f511439c45,750,6502,68237,68954,106782,4.0,2016-03-08 02:12:57
f511439c45,1,903,1175,1372,6711,4.0,2016-03-08 02:13:03
f511439c45,32,97,1258,3741,44191,4.0,2016-03-08 02:13:15
f511439c45,50,541,26729,65642,106100,3.5,2016-03-08 02:13:22
f511439c45,293,1270,4878,27773,92259,4.5,2016-03-08 02:13:26
f511439c45,377,1232,4085,68157,68358,3.5,2016-03-08 02:13:34
f511439c45,1345,2011,3897,7361,108979,4.5,2016-03-08 02:13:40
f511439c45,6,1617,2010,58559,108825,3.5,2016-03-08 02:13:48
f511439c45,527,858,1676,4226,79897,3.0,2016-03-08 02:13:54
f511439c45,778,1206,1580,2360,63082,3.5,2016-03-08 02:14:01
f511439c45,1732,4022,70286,79274,82459,3.5,2016-03-08 02:14:07
f511439c45,608,1953,2959,5669,6774,4.0,2016-03-08 02:14:13
f511439c45,150,741,4979,60069,131252,4.0,2016-03-08 02:14:25
f511439c45,356,1089,2710,4262,45186,3.0,2016-03-08 02:14:37
f511439c45,590,1172,2997,7153,109487,3.5,2016-03-08 02:14:42
f511439c45,380,1193,2502,2858,99114,4.0,2016-03-08 02:14:48
f511439c45,431,968,1097,2529,53123,3.5,2016-03-08 02:14:55
f511439c45,110,1196,1198,3703,104913,3.0,2016-03-08 02:15:04
f511439c45,2288,2455,33794,42422,87232,4.0,2016-03-08 02:15:13
f511439c45,1214,1682,7587,68522,115713,3.5,2016-03-08 02:15:20
f511439c45,1208,3658,48385,57669,106920,4.0,2016-03-08 02:15:26
2543fb8170,648,1089,6188,53972,58559,5.0,2016-03-04 13:22:16
2543fb8170,1921,51255,54999,80463,96691,4.0,2016-03-04 13:22:23
2543fb8170,1196,1590,7143,8370,111364,3.0,2016-03-04 13:22:33
2543fb8170,778,1918,3785,5349,104879,3.5,2016-03-04 13:22:42
2543fb8170,2600,3624,6870,8368,36519,3.0,2016-03-04 13:22:50
2543fb8170,3623,5010,6595,54503,88140,4.5,2016-03-04 13:22:56
2543fb8170,1267,5445,53125,86190,106487,3.5,2016-03-04 13:23:04
2543fb8170,1580,2002,4973,6709,63113,3.5,2016-03-04 13:23:15
2543fb8170,2006,2617,3052,103042,111759,3.5,2016-03-04 13:23:23
2543fb8170,1862,47200,54001,56757,91542,3.0,2016-03-04 13:23:32
2543fb8170,858,2490,3452,6586,86332,5.0,2016-03-04 13:23:38
2543fb8170,55247,89774,111362,111781,116797,5.0,2016-03-04 13:23:42
2543fb8170,260,733,4239,4878,104913,5.0,2016-03-04 13:23:48
2543fb8170,293,2340,3006,8950,49272,4.5,2016-03-04 13:23:53
2543fb8170,5110,30812,47610,81932,99728,3.5,2016-03-04 13:24:02
2543fb8170,32,527,1909,6548,84187,4.0,2016-03-04 13:24:10
2543fb8170,110,5400,6003,8861,80906,4.0,2016-03-04 13:24:19
2543fb8170,3275,65514,106489,144606,152059,4.5,2016-03-04 13:24:34
2543fb8170,420,3005,40815,84152,104243,4.5,2016-03-04 13:24:44
2543fb8170,1676,2329,3793,7458,81591,3.5,2016-03-04 13:24:52
2543fb8170,1527,4370,7438,46723,96610,4.5,2016-03-04 13:25:00
2543fb8170,6947,30825,46976,53322,105504,4.0,2016-03-04 13:25:08
2543fb8170,1221,2763,42738,94777,114662,3.5,2016-03-04 13:25:24
2543fb8170,2,1672,2194,69524,77561,3.5,2016-03-04 13:25:35
2543fb8170,1587,1608,5219,63131,82461,3.0,2016-03-04 13:25:42
2543fb8170,593,5388,58025,91630,94864,4.5,2016-03-04 13:25:46
2543fb8170,6,1556,1884,31878,62849,4.5,2016-03-04 13:25:55
2543fb8170,4343,58295,73017,102445,112556,4.0,2016-03-04 13:26:04
2543fb8170,165,1617,3745,4369,57528,4.5,2016-03-04 13:26:11
2543fb8170,3979,47997,61132,71838,81562,2.5,2016-03-04 13:26:21
2543fb8170,7022,55269,61352,104841,109374,3.5,2016-03-04 13:26:27
2543fb8170,736,5507,97752,112138,130634,4.5,2016-03-04 13:26:34
2543fb8170,5378,5956,6754,80219,117529,3.5,2016-03-04 13:26:50
2543fb8170,1466,4963,7346,65682,68554,3.0,2016-03-04 13:27:00
2543fb8170,1209,1673,2411,6953,59615,3.5,2016-03-04 13:27:08
2543fb8170,3744,35836,66198,68954,76251,3.0,2016-03-04 13:27:14
2543fb8170,1036,2571,3409,88125,96737,3.0,2016-03-04 13:27:21
2543fb8170,1274,1721,2692,88744,102903,3.0,2016-03-04 13:27:29
2543fb8170,3253,3863,6537,6618,86644,3.0,2016-03-04 13:27:36
2543fb8170,457,68945,69481,89492,130490,3.5,2016-03-04 13:27:44
2543fb8170,54259,73321,74458,99112,106873,4.5,2016-03-04 13:27:52
2543fb8170,4776,36529,52319,102123,103249,4.0,2016-03-04 13:27:59
2543fb8170,95,111,62374,68205,120799,4.5,2016-03-04 13:28:07
2543fb8170,70,780,4262,6323,6503,3.5,2016-03-04 13:28:15
2543fb8170,19,2000,4975,8798,27831,4.0,2016-03-04 13:28:27
2543fb8170,2701,3948,30749,38061,59369,4.0,2016-03-04 13:28:39
2543fb8170,1876,2253,34150,69122,106782,4.0,2016-03-04 13:28:46
2543fb8170,2505,3825,51540,54286,91658,4.0,2016-03-04 13:28:52
2543fb8170,5254,5952,54995,102716,116823,3.5,2016-03-04 13:29:01
2543fb8170,380,4226,7454,8810,78772,3.0,2016-03-04 13:29:09
10427735af,1777,1882,62999,92420,119655,3.0,2016-03-09 16:16:51
10427735af,858,2054,49272,86775,109864,3.5,2016-03-09 16:17:03
10427735af,47,8949,47099,111443,122892,4.0,2016-03-09 16:17:19
10427735af,4886,51935,64034,88746,89745,4.0,2016-03-09 16:17:23
10427735af,3253,5349,6377,54997,112175,4.0,2016-03-09 16:17:27
10427735af,1544,2502,33162,64501,106489,3.5,2016-03-09 16:17:34
10427735af,1214,27904,62849,112290,113345,4.0,2016-03-09 16:17:37
10427735af,2617,4995,5010,5445,61132,3.5,2016-03-09 16:17:44
10427735af,316,1552,2335,4306,5679,3.0,2016-03-09 16:17:47
10427735af,5669,7458,41569,55269,88125,3.5,2016-03-09 16:20:23
10427735af,1200,8360,56169,85401,104243,3.5,2016-03-09 16:20:30
10427735af,223,4993,52458,84772,103228,3.0,2016-03-09 16:20:34
10427735af,1101,1485,3481,88163,114180,3.5,2016-03-09 16:20:37
10427735af,1923,8914,42738,65216,104374,3.5,2016-03-09 16:20:44
10427735af,7143,80463,81804,109487,133419,4.0,2016-03-09 16:20:49
10427735af,1270,1907,5989,6373,102194,4.0,2016-03-09 16:20:53
10427735af,344,7153,66509,94780,117123,3.5,2016-03-09 16:21:00
10427735af,2011,4299,53125,112623,113829,3.5,2016-03-09 16:21:04
10427735af,4015,8972,60937,79684,95875,3.0,2016-03-09 16:21:07
10427735af,5459,46530,64957,80185,87306,3.0,2016-03-09 16:21:12
10427735af,586,648,3793,55282,103048,4.0,2016-03-09 16:21:59
10427735af,1876,1920,3578,72011,118696,3.0,2016-03-09 16:22:03
10427735af,4974,44665,79132,91535,98491,3.5,2016-03-09 16:22:11
10427735af,2072,8641,64497,80126,95309,4.0,2016-03-09 16:32:04
10427735af,7147,56801,69436,86332,105213,3.0,2016-03-09 16:32:08
10427735af,318,3175,8533,8874,71535,3.5,2016-03-09 16:32:17
10427735af,736,2694,64983,89864,93721,3.0,2016-03-09 16:32:26
10427735af,1240,3114,3753,6264,111781,3.0,2016-03-09 16:32:28
10427735af,1080,62374,81932,87520,90345,3.5,2016-03-09 16:34:55
10427735af,2628,34048,60069,72998,99112,3.0,2016-03-09 16:34:58
10427735af,1089,2571,48385,85510,95858,3.0,2016-03-09 16:35:02
10427735af,4447,4878,70567,94466,94959,4.0,2016-03-09 16:35:41
10427735af,2294,6807,8665,88140,97752,3.0,2016-03-09 16:35:46
10427735af,6537,32587,33794,55820,71745,3.5,2016-03-09 16:35:48
10427735af,5481,8376,79720,95510,96079,3.5,2016-03-09 16:35:50
10427735af,1097,6754,8644,41566,112556,3.5,2016-03-09 16:35:54
10427735af,33679,64969,89774,110102,112370,3.5,2016-03-09 16:35:56
10427735af,44191,45447,59615,68791,98809,3.0,2016-03-09 16:36:00
10427735af,19,3146,8371,51540,81847,3.0,2016-03-09 16:36:03
10427735af,1499,4369,5418,5952,97921,3.5,2016-03-09 16:36:06
10427735af,44761,56367,78105,81791,96588,4.0,2016-03-09 16:36:11
10427735af,6936,68319,69526,81591,106696,3.5,2016-03-09 16:36:17
10427735af,2325,72714,79702,80549,105211,3.5,2016-03-09 16:36:20
10427735af,589,6711,79057,89480,135887,4.0,2016-03-09 16:36:26
10427735af,608,1682,7502,45442,80693,4.0,2016-03-09 16:36:28
10427735af,8361,95088,111360,114601,128512,4.0,2016-03-09 16:36:33
10427735af,1265,37386,52722,69757,99114,3.0,2016-03-09 16:36:38
10427735af,1721,4247,66097,70286,117851,3.0,2016-03-09 16:36:40
8fc9dd7b06,1270,51080,58803,69140,113348,3.0,2016-03-18 13:13:47
8fc9dd7b06,3347,5872,45672,56805,112171,2.0,2016-03-18 13:14:01
8fc9dd7b06,1552,6365,27728,46723,106696,4.0,2016-03-18 13:14:05
8fc9dd7b06,2006,5574,7438,34048,69526,3.0,2016-03-18 13:14:13
8fc9dd7b06,733,1591,3452,5630,8644,4.0,2016-03-18 13:14:18
8fc9dd7b06,2683,44199,55272,57640,99007,3.5,2016-03-18 13:14:27
8fc9dd7b06,594,31878,34162,51255,103335,3.5,2016-03-18 13:14:33
8fc9dd7b06,3275,4776,52245,60979,110553,4.0,2016-03-18 13:14:37
8fc9dd7b06,1200,6323,38061,60126,87520,4.0,2016-03-18 13:14:43
8fc9dd7b06,367,586,8949,72226,87869,4.0,2016-03-18 13:14:55
8fc9dd7b06,1089,3949,34405,48385,71264,4.0,2016-03-18 13:14:59
8fc9dd7b06,150,673,1722,51939,96079,3.0,2016-03-18 13:15:06
8fc9dd7b06,2278,5349,8665,86190,134853,4.0,2016-03-18 13:15:12
8fc9dd7b06,2294,3489,3948,6188,68319,2.5,2016-03-18 13:15:15
8fc9dd7b06,5219,8807,62849,87232,111113,4.0,2016-03-18 13:15:20
8fc9dd7b06,8907,55232,79274,96737,102445,4.5,2016-03-18 13:15:25
8fc9dd7b06,3439,50872,96110,97913,103339,2.5,2016-03-18 13:15:29
8fc9dd7b06,861,6377,53207,54503,106489,3.0,2016-03-18 13:15:37
8fc9dd7b06,5952,8464,90717,92535,103228,4.5,2016-03-18 13:15:43
8fc9dd7b06,786,4387,6754,26934,80860,4.0,2016-03-18 13:15:49
8fc9dd7b06,231,7153,8984,53972,90249,4.0,2016-03-18 13:15:59
8fc9dd7b06,32,70,2628,37382,93272,1.5,2016-03-18 13:16:06
8fc9dd7b06,19,1005,1320,45517,76093,2.5,2016-03-18 13:16:12
8fc9dd7b06,648,5691,7143,8865,59731,1.5,2016-03-18 13:16:18
8fc9dd7b06,296,40732,48416,55267,109673,4.5,2016-03-18 13:16:31
8fc9dd7b06,1997,3793,52328,68157,68791,4.0,2016-03-18 13:16:38
8fc9dd7b06,434,805,1032,8947,95720,2.5,2016-03-18 13:16:44
8fc9dd7b06,4643,5903,32460,46578,70286,3.0,2016-03-18 13:16:51
8fc9dd7b06,1653,1954,3977,4878,37830,4.0,2016-03-18 13:16:56
8fc9dd7b06,6350,7451,30825,42718,47099,2.0,2016-03-18 13:17:02
8fc9dd7b06,260,2810,5418,8810,88744,4.5,2016-03-18 13:17:07
8fc9dd7b06,44191,44665,47394,63859,76175,4.5,2016-03-18 13:17:13
8fc9dd7b06,485,1920,2081,2995,61024,3.5,2016-03-18 13:17:18
8fc9dd7b06,2986,51935,54001,95510,96565,4.0,2016-03-18 13:17:22
8fc9dd7b06,653,3826,81834,102125,110102,3.5,2016-03-18 13:17:27
8fc9dd7b06,4262,8528,54995,122886,136020,4.5,2016-03-18 13:17:33
8fc9dd7b06,2687,3527,3555,33154,40815,4.0,2016-03-18 13:17:37
8fc9dd7b06,3438,31225,79592,91535,95167,2.0,2016-03-18 13:17:43
8fc9dd7b06,1240,4148,32017,50794,53996,4.0,2016-03-18 13:17:50
8fc9dd7b06,2053,2700,5459,8861,54997,1.5,2016-03-18 13:17:57
8fc9dd7b06,849,5449,6721,7235,98809,2.5,2016-03-18 13:18:04
8fc9dd7b06,47,480,5971,62733,99114,4.0,2016-03-18 13:18:08
8fc9dd7b06,10,2329,3745,3785,8957,4.0,2016-03-18 13:18:11
8fc9dd7b06,1556,3717,39435,56174,60072,4.0,2016-03-18 13:18:15
8fc9dd7b06,1562,5572,71057,71530,96417,1.5,2016-03-18 13:18:18
8fc9dd7b06,3535,45726,69784,102123,128360,3.0,2016-03-18 13:18:22
8fc9dd7b06,546,592,1073,1228,48516,3.0,2016-03-18 13:18:27
8fc9dd7b06,50,541,1377,48780,87430,3.0,2016-03-18 13:18:30
8fc9dd7b06,1580,31553,59615,69844,79702,3.5,2016-03-18 13:18:34
8fc9dd7b06,762,2841,6934,79091,79132,3.0,2016-03-18 13:18:38
b4e85b19c7,527,593,3081,4326,73321,4.5,2016-03-08 11:21:42
b4e85b19c7,231,913,1265,1580,74458,3.5,2016-03-08 11:21:51
b4e85b19c7,344,745,2478,69122,82459,4.0,2016-03-08 11:22:07
b4e85b19c7,333,4878,5582,30749,83613,4.0,2016-03-08 11:22:14
b4e85b19c7,318,3948,4226,5650,85131,5.0,2016-03-08 11:22:20
b4e85b19c7,8874,46578,60069,99114,103249,3.5,2016-03-08 11:22:25
b4e85b19c7,1196,1198,6539,48780,122886,5.0,2016-03-08 11:22:34
b4e85b19c7,586,2371,4041,5401,68358,4.0,2016-03-08 11:22:40
b4e85b19c7,296,1270,2916,53996,68157,4.0,2016-03-08 11:22:49
b4e85b19c7,110,266,2195,6617,86880,4.5,2016-03-08 11:25:46
b4e85b19c7,383,2372,3614,5445,6365,4.5,2016-03-08 11:25:51
